,test_run-1,test_run-2,test_run-3,test_run-4,test_run-5,test_run-6,test_run-7,test_run-8,test_run-9,test_run-10,test_run-11,test_run-12,test_run-13,test_run-14,test_run-15,test_run-16,test_run-17,test_run-18,test_run-19,test_run-20,test_run-21,test_run-22,test_run-23,test_run-24,test_run-25,test_run-26,test_run-27,test_run-28,test_run-29,test_run-30,test_run-31,test_run-32,test_run-33,test_run-34,test_run-35,test_run-36,test_run-37,test_run-38,test_run-39,test_run-40,test_run-41,test_run-42,test_run-43,test_run-44,test_run-45,test_run-46,test_run-47,test_run-48,test_run-49,test_run-50,test_run-51,test_run-52
"V_NewCapacity[ON,T_LDV_C_GSL_N,2021]",-0.31277803,0.4391862,-0.294714223,-0.166967006,-0.319113409,0.039242939,0.138834422,-0.280716567,-0.2825568,-0.051723412,0.498148759,0.027838039,0.266752585,-0.31277803,0.148650888,0.257473583,-0.371586501,-0.401302435,0.301759692,-0.354601834,0.375938442,-0.021478939,0.456724424,-0.049808261,0.070725873,0.227846078,-0.130500284,0.4391862,-0.146954449,0.241186798,0.062422436,-0.382641281,0.127453119,0.237038931,0.119176635,-0.484755742,-0.240374041,-0.104564334,0.009684053,-0.495324615,-0.367159365,0.089517271,-0.116463271,0.338130529,-0.050347661,-0.185578672,-0.48655441,-0.219624379,-0.052576645,-0.245399265,0.426707291,0.155619928
"V_NewCapacity[ON,T_LDV_C_GSL_N,2030]",0.131374762,-0.191007618,0.441285852,0.374333241,-0.377658647,0.290790479,-0.213194881,-0.265117622,0.230007915,-0.402589104,0.059628458,0.001436031,0.040337869,0.131374762,-0.238666566,0.292670837,0.425562114,-0.281270412,-0.129694863,0.159468202,0.357579708,-0.406527268,-0.432655896,0.139407112,-0.168680785,-0.288026764,-0.366415752,-0.191007618,0.398075187,0.328572256,-0.222997816,-0.369962495,-0.307597466,0.370874277,-0.096081042,0.114148734,-0.277843397,-0.394427988,-0.024519558,-0.395879099,-0.338272844,0.496819153,-0.147745573,-0.30926736,-0.238180116,-0.101834038,-0.065189285,0.347157334,0.108112769,-0.234892131,0.208281244,0.04837676
"V_NewCapacity[ON,T_LDV_C_GSL_N,2025]",-0.010102266,-0.41429161,0.175714621,-0.090209741,-0.135328668,0.192328592,0.406667998,-0.462479517,0.090955493,0.191556071,-0.139443727,-0.172446954,0.476201369,-0.010102266,0.252275563,0.321597882,-0.181623156,-0.386892723,0.461897335,0.248887482,0.324267362,-0.10865333,0.021792772,0.008033614,-0.433658033,0.045443037,0.304660366,-0.41429161,-0.42106984,-0.15165161,0.215602734,0.200024083,0.261314121,-0.4633612,0.007346811,-0.433589048,0.252435721,-0.123183838,0.106566373,-0.159166055,-0.480053968,0.157467197,0.360912603,-0.164089395,0.386557718,0.312899135,-0.09422349,-0.010510678,-0.323570791,-0.362342099,0.335282088,0.156085758
"V_NewCapacity[ON,T_LDV_C_GSL_N,2050]",0.081348361,0.183838154,-0.436632485,-0.393785105,0.422191474,-0.356493191,-0.2594396,0.456332089,-0.082669624,0.302967457,0.297163738,-0.399783854,-0.138724209,0.081348361,0.129201056,-0.210324124,0.066949827,0.092225094,-0.357323454,0.007230775,-0.390179821,0.112352865,0.212129728,0.375967076,0.408696867,0.069175316,-0.476157213,0.183838154,-0.299078738,-0.347987606,0.398011985,-0.133014489,0.26120135,0.134619776,0.30560998,0.435664711,-0.123502678,0.200805982,-0.262479621,-0.464363278,0.137980003,-0.360658539,-0.28174568,-0.232480803,-0.017322108,0.498690544,-0.300178322,0.310899986,0.325688391,0.086005225,-0.26840978,0.317328798
"V_NewCapacity[ON,T_LDV_C_GSL_N,2045]",-0.115055884,-0.271541617,-0.020492911,-0.455080458,-0.24324808,-0.477637122,-0.201259915,0.419357433,-0.372343706,-0.296889846,-0.260195395,-0.286366836,-0.460024751,-0.115055884,0.381259371,0.12090552,0.224859869,-0.405383927,-0.087268665,0.141437851,0.48913802,-0.233465623,0.011108797,0.050468561,-0.422079393,-0.18059532,0.080565398,-0.271541617,0.317589105,0.22875974,-0.267398013,0.083194082,-0.269229513,-0.093222844,0.2569459,0.445654499,-0.299384648,0.234252123,-0.066115662,-0.079288265,0.082884598,-0.470498922,-0.391562885,-0.216028541,-0.372635664,0.116881186,-0.205400695,0.187027084,0.102347975,-0.205939942,0.389350492,-0.151763621
"V_NewCapacity[ON,T_LDV_C_GSL_N,2040]",-0.292118253,-0.059069573,0.023266092,0.044210295,0.255768916,-0.426230161,0.084832082,0.158232926,-0.42014534,0.238244932,0.107773131,-0.448301191,0.300151502,-0.292118253,-0.084118774,-0.207667421,0.347254794,-0.25454039,0.19386292,-0.389187321,-0.332898042,-0.348974891,0.051248971,0.494560697,-0.061741424,-0.186442051,-0.0018152,-0.059069573,0.222813764,0.17147474,0.18448933,0.086911709,0.338349831,0.499429527,-0.124455095,-0.406360725,-0.10182717,0.075109722,0.234927798,0.422127975,0.456466718,0.005650892,0.420693546,0.323260231,-0.351411857,0.382375705,-0.370093847,0.396877935,0.048880167,0.245405417,-0.452477099,-0.442404512
"V_NewCapacity[ON,T_LDV_C_DSL_N,2040]",0.249651893,-0.198733718,0.114292417,-0.104230269,-0.274232355,0.09716364,-0.343276122,-0.3399637,-0.262590639,0.47234939,0.156836384,-0.040973982,0.351163187,0.249651893,0.107523164,0.35917397,-0.052307097,0.029745857,0.417131417,0.173435303,0.394092614,-0.032908277,0.035561836,-0.1534382,-0.271436988,0.020826254,0.31300135,-0.198733718,0.355058685,-0.385363872,-0.254754558,0.498421745,0.385400844,-0.394699619,0.267022469,0.086475475,0.18868134,-0.003317205,0.045579908,0.430190561,-0.203309179,-0.204569867,-0.458478768,-0.455239962,-0.313656852,-0.211653272,0.123296693,-0.108982232,0.484370436,0.467666165,-0.260064875,0.380492363
"V_NewCapacity[ON,T_LDV_C_DSL_N,2035]",-0.032462606,-0.337380036,-0.175105677,-0.002482215,0.243912469,0.009690468,-0.419552439,-0.226499265,0.433431988,0.497678481,-0.292755408,-0.231956316,0.064657576,-0.032462606,0.422059718,-0.484404663,0.463044399,-0.481145735,-0.135883641,0.261708813,-0.470134177,-0.045281258,0.45650603,0.165154566,-0.377829665,0.110276189,0.034475137,-0.337380036,0.422617067,0.432457926,-0.187814518,-0.003580702,-0.087183109,-0.376564546,-0.314550595,-0.382815533,0.10452223,-0.434359955,-0.386750344,-0.356725115,-0.295662124,-0.352170852,0.387893221,-0.376202753,-0.45126901,0.297386767,0.107087721,0.470361931,0.142229284,-0.469605815,-0.021469475,0.374997595
"V_NewCapacity[ON,T_LDV_C_DSL_N,2021]",-0.404241293,0.151767961,0.298517688,-0.492413019,0.215508102,0.29581877,-0.140002532,-0.497795322,0.095462927,-0.231082828,-0.488549706,-0.042148637,-0.356202515,-0.404241293,-0.056457961,-0.019817902,-0.1071694,0.280438762,-0.278553883,-0.365068817,0.197651125,0.257227359,0.022291391,0.317799911,-0.139798242,-0.277811684,0.197903365,0.151767961,-0.136380991,-0.107983433,-0.456372485,0.342594368,-0.261057464,0.258482335,-0.281272604,0.155146412,0.110735951,0.4408245,0.261819377,0.118944333,-0.21117164,0.246959756,0.128980602,-0.343586267,0.362843342,-0.276325274,0.283343734,-0.405910887,0.18546954,-0.171222258,0.413491561,-0.186279074
"V_NewCapacity[ON,T_LDV_C_DSL_N,2030]",0.455461385,0.419490335,0.047862503,-0.054603636,0.397248493,-0.057227206,0.057180164,-0.464595738,-0.437219014,-0.377229817,0.065971552,0.286450094,0.031859041,0.455461385,0.259158381,-0.208743058,0.397495527,0.271007178,0.311612406,0.19610659,0.228007861,-0.145115764,0.471890789,-0.429962805,-0.113358769,0.247187038,-0.306047643,0.419490335,-0.025117304,-0.40791395,0.248747911,-0.379509392,-0.001471729,-0.112001311,0.481952444,-0.182032907,0.22034905,0.280919806,0.168311395,-0.006370593,-0.006059876,0.141943609,-0.097822803,-0.391044667,-0.041781515,0.271624028,-0.188744477,0.462135097,0.180047413,-0.304415001,-0.382349499,0.039091991
"V_NewCapacity[ON,T_LDV_C_DSL_N,2025]",0.250931348,0.423891276,0.387350922,0.191531371,-0.44474908,-0.242161953,0.102648825,-0.35465683,0.043788672,0.246035617,-0.188201411,-0.222938967,0.177247343,0.250931348,0.274808106,-0.248999306,-0.145701023,0.49896771,-0.324820247,0.254130625,0.40119936,-0.272169883,-0.223840843,0.241985572,0.207254491,0.308335884,-0.328996567,0.423891276,-0.407524116,0.461987017,-0.495737454,0.168255193,-0.194963016,-0.173158384,-0.035969759,0.280125965,-0.272135045,0.126838817,-0.349183181,0.178684278,0.202823323,-0.151522569,-0.316165369,0.341294104,-0.226923873,0.360674314,-0.358173026,-0.089614483,-0.429591577,0.308000956,0.126676376,0.160793186
"V_NewCapacity[ON,T_LDV_C_DSL_N,2050]",0.124634759,0.197003715,0.268476886,0.112260915,-0.0645352,0.385004608,-0.334398146,-0.0877541,-0.313107192,0.023382636,0.270480759,0.194112577,0.391354612,0.124634759,0.369410103,0.392378281,-0.406045955,-0.464528108,0.178513348,0.051292248,-0.366494422,-0.160534686,0.450382016,0.186301636,-0.355515085,0.466522647,0.036708572,0.197003715,0.070251768,0.234741235,0.462397618,0.478909168,0.140991407,-0.185914523,0.356814729,0.123411984,-0.39861396,-0.055496536,-0.283132854,0.122208197,-0.141719033,0.064558415,0.280498787,0.400706678,-0.142702216,0.326887151,-0.417455909,-0.064898784,-0.307730257,0.374233031,0.395472878,-0.185437796
"V_NewCapacity[ON,T_LDV_C_DSL_N,2045]",0.03692937,-0.344074144,-0.476314748,0.062244049,-0.047390684,0.486320011,-0.11228069,-0.071707413,-0.036269122,-0.284041372,0.359761471,-0.058884726,0.070653877,0.03692937,-0.219709383,0.091274011,-0.217135542,0.005189064,-0.118442066,0.415800444,0.260474731,0.34755378,-0.132036051,0.052788475,-0.158665057,-0.239965144,0.104852151,-0.344074144,0.4429709,0.475748163,-0.365739434,0.156912158,-0.216270314,0.196162294,0.238661356,-0.0071335,0.114316535,-0.048301873,-0.219342397,0.13891575,0.408262109,0.412566308,-0.199640855,0.275131146,-0.246340956,-0.379412437,0.488359272,0.398495063,0.446220823,0.03915521,-0.118832417,-0.277950313
"V_NewCapacity[ON,T_LDV_C_GSL_HEV_N,2045]",-0.134328391,-0.229334774,0.186808347,0.186076647,-0.357970212,-0.024391927,-0.218965865,-0.099432336,0.139283563,-0.354165422,0.21287108,0.458908512,0.338209423,-0.134328391,-0.387856916,0.196220622,-0.206340905,0.223533517,-0.272580789,0.388360716,-0.433475654,-0.449235631,-0.371113618,-0.136223571,-0.307184222,-0.494995991,0.484692977,-0.229334774,0.229015518,0.030361805,-0.28030103,0.105203455,0.471504879,0.425627593,0.287183924,0.327882168,0.013899279,-0.249932617,-0.214443605,0.344783697,-0.046402136,-0.35577674,0.125884317,-0.285698559,-0.414479219,0.270989216,0.112657189,-0.25668373,-0.232949922,-0.31679257,-0.359288718,0.03455772
"V_NewCapacity[ON,T_LDV_C_GSL_HEV_N,2040]",0.352372687,0.095061228,0.087468558,-0.368741508,0.338095008,0.373415079,-0.284378554,-0.281599085,0.312149046,0.061809607,0.495998462,-0.080529508,-0.36785064,0.352372687,0.266642082,-0.445975837,0.377115079,-0.128518519,0.096682348,-0.349655231,0.185451353,0.099621361,0.062912332,0.208197914,0.211952352,0.122495528,0.380871121,0.095061228,0.100224448,-0.162162644,0.173496023,0.400876486,-0.488602519,0.045384565,0.27054853,-0.411597705,-0.294408152,-0.232439791,0.057064781,0.109981889,0.435383083,0.154520996,-0.414378253,0.437291011,0.49688753,0.137309302,0.354078964,-0.309314862,-0.408851578,0.16459001,0.238066345,0.138135031
"V_NewCapacity[ON,T_LDV_C_GSL_HEV_N,2035]",0.062581224,0.159197627,-0.427547256,-0.144749846,-0.384701846,0.08226688,0.367063346,0.139027175,0.176065107,0.350729777,0.157512634,0.252608491,-0.153783139,0.062581224,0.46102703,0.027815105,-0.370573844,-0.462392102,-0.147893664,0.054995182,-0.013984341,-0.27055814,-0.333456801,0.057089951,-0.053069257,-0.131035849,-0.35536719,0.159197627,-0.144875751,-0.358039603,-0.219422344,-0.405659403,0.062876653,0.333498332,-0.230432701,-0.087340798,-0.331421013,-0.01747203,-0.36688584,0.427615282,-0.082363685,-0.454379822,0.479738196,-0.461262499,0.072032237,0.079382653,-0.073218071,0.234495203,0.062899881,-0.306865688,0.014928387,-0.067094326
"V_NewCapacity[ON,T_LDV_C_GSL_HEV_N,2021]",0.063837993,-0.215230419,-0.160680203,-0.290764932,0.161613312,-0.222219787,-0.192945357,0.30578812,0.395197109,0.129013447,-0.448696806,0.201134292,0.288053641,0.063837993,0.443776108,0.390068131,0.202851019,0.215122432,-0.424897554,-0.357191511,-0.231645861,-0.081411635,0.402244692,-0.036291463,0.162804271,-0.194909347,0.260746587,-0.215230419,-0.409249936,-0.37411327,-0.399648123,0.181596978,0.331355487,-0.183446307,-0.40865591,-0.306514823,0.123722685,-0.028795868,-0.376572845,-0.269886689,-0.145252207,-0.465536479,-0.238677391,-0.460139582,0.069563268,-0.372136077,-0.12953284,0.460009643,-0.080158328,0.105336334,-0.465862932,0.236890794
"V_NewCapacity[ON,T_LDV_C_GSL_HEV_N,2030]",-0.378952618,0.036498319,-0.493961575,0.277257175,0.319518609,-0.451482363,0.345486082,0.262031395,-0.261544801,0.274176374,0.301525883,0.291601417,-0.311434337,-0.378952618,0.29006991,0.080541999,-0.493063177,0.339060546,0.48749084,-0.085488724,0.459516426,0.396948074,0.280635479,0.381473316,-0.481750004,-0.120853158,0.468592858,0.036498319,0.163587484,-0.345622265,-0.295126289,-0.258565217,0.401488222,-0.07693283,-0.430795831,0.066515363,-0.02351522,0.165016457,-0.317532117,-0.410510022,-0.3605636,0.352407064,-0.24159601,0.422650441,-0.299699299,0.474569188,0.031387946,-0.416701658,-0.032505012,0.162708361,0.262423171,-0.1610729
"V_NewCapacity[ON,T_LDV_C_GSL_HEV_N,2025]",0.331582163,-0.391098937,0.380510632,0.282542212,0.056771308,0.123645732,0.232117642,-0.209475166,-0.294319796,0.475256228,0.139486492,0.092541561,0.005049973,0.331582163,0.152508267,-0.138314695,0.38277458,0.40243513,0.409041405,-0.355101272,-0.087027288,-0.244822127,-0.125277646,-0.316419423,-0.309502661,-0.052207378,0.121184401,-0.391098937,0.370865071,0.028534512,-0.394578417,-0.131750599,-0.359905028,-0.025562794,0.078801964,-0.342664286,0.39362787,-0.219212283,-0.351464987,0.326741657,-0.1692827,0.061932025,-0.386822059,0.414215111,0.232901063,0.145083435,-0.226175867,-0.324448637,0.477386574,-0.412441289,-0.291184315,-0.441506534
"V_NewCapacity[ON,T_LDV_C_GSL_HEV_N,2050]",0.206880074,-0.181359554,-0.072374426,-0.017502178,-0.044640345,-0.482059844,0.376943959,-0.416787988,0.487245517,-0.466076646,0.260155303,-0.156491862,-0.319508367,0.206880074,0.004875038,-0.383893012,-0.023980107,0.028349807,-0.275048067,-0.029522567,-0.498212991,-0.377288038,0.452102403,0.195511129,-0.128091469,-0.338135206,-0.031953018,-0.181359554,0.36776927,0.245143943,-0.019754172,-0.491723034,0.491800576,-0.055812323,0.173956163,0.073534138,0.235398175,0.175497102,0.358515663,0.261479697,0.042275237,0.126026576,-0.35860447,-0.466935543,0.471018803,-0.12319894,0.49158808,0.167858991,0.308741336,-0.330151409,0.124810612,-0.284621132
"V_NewCapacity[ON,T_LDV_C_GSL_PHEV50_N,2050]",0.39561943,-0.012634458,-0.468623119,0.373914071,0.350766502,-0.207009693,0.291535244,-0.494027069,-0.141452328,0.008643109,-0.056240073,-0.447597635,-0.325426407,0.39561943,0.336906671,0.124948064,0.442485067,-0.382566118,-0.342553659,0.233067081,-0.064367112,0.132728856,-0.495485901,-0.214079857,-0.475477911,-0.316809507,-0.47654446,-0.012634458,-0.029010408,0.128307905,-0.123401555,0.458889386,0.228730367,0.075348042,0.16153525,0.168642081,-0.011207869,-0.448799764,0.462819474,0.473794514,-0.163187647,-0.370981106,0.091182369,0.374990482,-0.364248247,0.478612033,0.456406775,-0.224133823,0.009921365,0.075706591,-0.008013215,-0.039459243
"V_NewCapacity[ON,T_LDV_C_GSL_PHEV50_N,2045]",0.130268611,0.078915217,0.170061171,0.203979629,0.022986798,0.318805072,-0.354959882,0.147661218,-0.398072507,-0.262271226,-0.41649932,0.110865231,0.03437102,0.130268611,0.172316407,-0.378901733,0.083743193,0.134361597,-0.339961736,0.075180291,0.488349596,-0.374688036,-0.168043708,0.049138176,-0.323959209,0.053783928,-0.356312817,0.078915217,0.12065901,-0.391392285,-0.372419571,-0.151523089,0.053789645,0.229036972,0.219979275,0.060553076,-0.148710626,-0.457743514,-0.089641816,0.069153941,-0.298188308,0.488656505,-0.18289196,-0.291116349,-0.377977949,0.05019747,-0.132919727,0.146373526,-0.209976842,-0.089234603,0.130514935,0.337151011
"V_NewCapacity[ON,T_LDV_C_GSL_PHEV50_N,2040]",-0.098657646,-0.108580119,-0.00210446,-0.325673899,0.367312591,-0.055340919,0.298881513,-0.153105794,0.469198408,-0.00993074,-0.011843416,0.352841759,-0.172630943,-0.098657646,-0.29108935,0.238217447,-0.123003309,-0.462638482,0.187143688,-0.029192864,-0.425575803,0.076440207,-0.343944698,0.097705807,-0.230057591,0.002417238,-0.264072218,-0.108580119,0.369527714,-0.337381823,0.165036414,-0.395602509,0.412640052,0.142329106,0.037365279,0.421817397,0.310909748,-0.398432804,-0.224840276,-0.297937537,0.047772588,0.063015823,-0.167213964,0.154898554,0.297337453,-0.426596051,0.047511004,-0.137339106,0.408550877,0.196481127,0.148684537,-0.437638984
"V_NewCapacity[ON,T_LDV_C_GSL_PHEV50_N,2035]",-0.223205658,-0.26476795,0.232258045,0.234141915,-0.004291864,-0.263068668,0.265661116,-0.292731453,0.237660268,-0.0881645,0.453874869,-0.178934481,0.461989734,-0.223205658,-0.417726287,0.466298457,-0.339572292,-0.220752604,0.473468472,0.495992835,0.397881129,0.202546624,-0.183265421,-0.40520101,0.326471938,-0.224414842,-0.392493501,-0.26476795,0.111777875,0.116835183,-0.20146263,-0.061457396,0.175644271,-0.447246672,-0.433876714,0.167431596,-0.251700889,0.460794677,0.026110023,0.426302331,0.406229452,-0.064703509,0.053035557,0.486909395,-0.220134182,0.440535133,-0.107435076,-0.036572869,0.447107256,0.187976081,0.29356604,0.182818571
"V_NewCapacity[ON,T_LDV_C_GSL_PHEV50_N,2021]",0.271887174,0.375916738,-0.223985355,0.083280971,0.150422854,0.103452592,0.25817495,-0.361667238,-0.308729354,0.473821875,-0.243787962,0.116281653,0.123056366,0.271887174,0.208384588,-0.292477041,-0.059600876,0.468955056,-0.256710924,0.013495635,0.299678685,0.159704466,0.154699031,0.293553598,0.324363241,0.332438883,-0.089187927,0.375916738,-0.220314279,0.142725153,-0.280850212,-0.152852358,-0.120149678,-0.099116,0.437055373,-0.411704747,0.086321259,0.495507212,-0.056898023,-0.468307599,-0.342729875,-0.189321926,0.070554737,0.175363834,-0.288026012,-0.357597307,0.014675498,-0.053964279,-0.296737981,-0.315405085,-0.266852504,-0.036897592
"V_NewCapacity[ON,T_LDV_C_GSL_PHEV50_N,2030]",-0.152008246,0.177996985,-0.406919479,0.051214879,0.054200332,-0.462950766,0.259679506,0.226425646,-0.042275891,0.2893507,-0.39960267,-0.483613133,-0.074417125,-0.152008246,0.347837,-0.35996118,0.498017734,0.055888008,-0.214350766,-0.000228032,0.088950907,0.468676825,-0.110092092,0.029787632,0.473535662,-0.156823954,-0.033590456,0.177996985,-0.325735838,0.194899128,-0.473900139,-0.313041077,-0.364813224,0.225319677,0.132853768,-0.148826235,-0.439633335,-0.13270814,0.376026473,0.382812104,0.2899298,-0.348066064,0.385176745,0.381433393,-0.312124349,-0.155753747,-0.283802155,0.357950606,-0.211850106,-0.359557242,0.436495166,-0.317556469
"V_NewCapacity[ON,T_LDV_C_GSL_PHEV50_N,2025]",-0.255956376,0.243678166,0.106318345,-0.072992709,0.063817575,-0.085254184,0.474451755,0.380440436,-0.154293215,-0.019095578,-0.318226994,0.441356671,0.273682778,-0.255956376,-0.097798477,-0.42403512,-0.400836815,0.275399719,-0.040742616,0.238851985,0.122452637,-0.107503915,0.063974344,0.208945219,0.053972396,-0.380778243,0.159894207,0.243678166,-0.285558421,0.035638029,0.37405796,-0.325176396,-0.148304475,-0.293862972,0.186753749,-0.455629012,-0.212189712,-0.114981041,-0.180420312,0.040521567,-0.456125703,0.000170096,0.322885171,0.421363332,-0.430257672,-0.359928958,-0.120958348,-0.16156933,0.468112273,-0.34560107,-0.036898979,0.481019359
"V_NewCapacity[ON,T_LDV_C_BEV400_N,2050]",-0.004362159,-0.292657165,-0.384818658,0.233692719,0.323305089,-0.305737573,0.329439061,0.167518337,-0.401000182,0.246248134,0.133141557,0.065811001,0.128549434,-0.004362159,-0.064137778,-0.128696077,0.492015866,-0.08634969,-0.406884479,0.023735479,-0.429885734,-0.064445821,0.441679099,-0.461166071,-0.0963382,0.380683939,0.20798127,-0.292657165,0.060980821,-0.115310123,-0.100408902,0.180216091,-0.041579797,0.235347604,0.055247592,0.19513673,0.302421539,0.177728308,-0.256931488,0.335625612,0.197946951,0.435113866,-0.448583307,-0.317908908,0.071972718,-0.198003851,0.293469112,0.105907614,0.307314254,0.413891914,0.237965707,-0.457560366
"V_NewCapacity[ON,T_LDV_C_BEV400_N,2045]",-0.499450966,0.348112103,0.413681961,0.345787151,-0.151361472,0.141395447,-0.03755907,-0.054030539,0.448450186,0.444119127,0.141380366,-0.160870031,-0.02432769,-0.499450966,0.043493741,-0.244605039,0.163092541,-0.46417385,0.39952813,0.264143586,-0.039988224,-0.183404245,0.375149329,-0.026450678,-0.376776837,-0.240649435,0.114379817,0.348112103,-0.33051622,0.18552542,0.246283167,0.38766559,-0.212347673,0.237757904,-0.108530937,-0.286074142,-0.049045173,0.226879645,0.324740432,0.422677629,-0.00865604,-0.461081243,-0.2448162,-0.164103537,0.49092468,0.325034088,-0.205323569,-0.3806827,0.080606368,-0.023032388,-0.154069323,-0.41589179
"V_NewCapacity[ON,T_LDV_C_BEV400_N,2040]",-0.169218248,0.051591122,0.08378879,0.496588252,0.220601022,-0.270545611,0.235506819,0.296338094,0.040564329,0.077582992,0.179576122,0.093979451,-0.044331702,-0.169218248,-0.35106507,-0.162735369,0.024745847,-0.467429388,0.257834539,0.372602672,0.255160128,-0.088660617,0.331933625,-0.438468057,-0.240817692,0.023321778,-0.083131811,0.051591122,0.26894377,0.302038668,0.303572171,-0.002862945,0.118477263,0.2095938,0.294103896,-0.296140004,0.068561402,-0.149641954,0.218767294,-0.261471864,-0.235297979,0.351805023,-0.324478,0.053958822,0.30184398,-0.199142679,-0.474217236,0.336266201,0.157340493,0.353982861,-0.24047867,-0.347685855
"V_NewCapacity[ON,T_LDV_C_BEV400_N,2035]",-0.404785626,-0.38847163,0.499569956,0.092865817,0.189153117,0.161923161,-0.094636491,-0.167382865,-0.036413648,-0.303267263,0.266301005,-0.163129408,0.436957361,-0.404785626,-0.024913829,-0.151730713,0.258266277,-0.431552313,0.296070703,-0.218197043,-0.167973364,0.274229259,-0.34772211,0.375106947,0.145517767,-0.192355308,0.205872543,-0.38847163,-0.440702196,-0.304991646,-0.164334871,0.075754644,-0.370516001,-0.006023695,-0.186841075,-0.046597793,0.218296604,-0.30251836,0.052495967,0.053762642,-0.022587422,-0.216428948,0.309363044,0.2430535,-0.358462047,0.161033749,0.054719013,-0.458709436,-0.254949721,0.45976651,0.08246851,0.312944997
"V_NewCapacity[ON,T_LDV_C_BEV400_N,2021]",0.129724756,0.103954859,0.011683229,0.102093501,0.278132955,-0.008581286,-0.332116233,-0.094332938,0.053163489,0.41968399,0.08065116,0.035151855,-0.011523803,0.129724756,-0.42742455,-0.429412294,0.284515882,0.227237987,0.375901717,-0.092203272,-0.345787956,0.329094416,-0.236216311,-0.041118417,0.313686968,-0.466506548,-0.193880762,0.103954859,-0.096945842,-0.03427381,0.334671389,0.365222901,0.331668111,0.348908353,0.461898945,0.387466831,0.485847452,-0.016561944,-0.073231961,-0.100967347,0.02787215,0.105505933,-0.44357559,-0.179427766,0.050973835,0.2441609,-0.117956132,-0.388732544,-0.408087871,-0.447525837,-0.038562786,-0.380185717
"V_NewCapacity[ON,T_LDV_C_BEV400_N,2030]",0.081059065,-0.318207317,-0.318960046,-0.158278576,0.216792155,0.339988072,-0.195812406,0.434609092,0.003245815,-0.170358447,0.182705165,-0.254535392,0.179460227,0.081059065,0.042551731,0.133323003,-0.297237703,0.299517824,0.156442983,0.018938452,-0.011190103,0.182772698,0.435937081,0.234670086,0.362114172,0.27581879,0.458887666,-0.318207317,-0.069160685,0.143723845,-0.483803207,0.224812109,-0.0630389,0.048421828,0.07271028,-0.239761087,-0.265042646,-0.214180113,0.363541248,-0.041367061,-0.044974226,0.06670156,-0.340824302,-0.109471913,0.444211557,0.079641078,-0.269141124,0.14033464,0.29898775,-0.32852257,0.428648964,-0.287025181
"V_NewCapacity[ON,T_LDV_C_BEV400_N,2025]",-0.253431545,0.468357875,0.074701254,-0.430036931,0.395224343,0.107239018,0.222560618,-0.025465092,0.141162692,0.452699019,-0.138993112,-0.332262573,0.365731586,-0.253431545,-0.008179629,-0.044689237,0.433089779,0.362698275,0.090620956,-0.007864617,-0.012748588,0.219150766,-0.217812052,-0.141160464,-0.134834038,0.378508766,0.308660713,0.468357875,0.337032976,-0.160197342,-0.297304016,-0.011302861,0.254771102,0.149495261,-0.005436862,-0.033050598,-0.293439676,0.431257995,-0.093061568,0.112466831,0.005605781,-0.040065551,0.163208134,0.177186561,0.127047666,-0.111088068,-0.131967103,-0.149888562,-0.266286676,-0.389538901,-0.336373788,0.23707343
"V_NewCapacity[ON,T_LDV_LTP_GSL_N,2050]",0.453735213,0.292013059,-0.411056274,0.259714011,0.375311257,-0.477039545,-0.220322186,0.21538069,-0.445612448,0.165331207,0.080363713,-0.207855536,-0.415532635,0.453735213,-0.036766517,0.156750274,-0.334937202,0.289545031,-0.406979121,-0.286847831,-0.422451545,0.409236772,-0.048975652,0.327691194,-0.297247087,-0.221403509,-0.053785536,0.292013059,-0.079462404,0.01542853,0.258540946,-0.222982117,0.404884184,-0.49744496,-0.188821526,-0.485399649,0.436141327,-0.358663035,-0.446927008,0.003743138,-0.052701999,0.080381908,-0.432809184,-0.413245469,-0.370745045,-0.356675139,-0.061778268,0.328768965,0.422468982,0.140209152,0.385530037,0.004087429
"V_NewCapacity[ON,T_LDV_LTP_GSL_N,2045]",0.073618757,0.099736304,-0.327250646,-0.127555609,0.319370847,-0.114184501,-0.41910759,0.346992568,-0.138696885,-0.20302828,0.185971911,0.001451504,-0.247127576,0.073618757,-0.369856914,-0.021433261,-0.031202091,0.248973424,-0.286868714,-0.273554885,0.257092784,0.355316174,0.407788351,0.204966341,-0.270545116,0.032653145,-0.221947217,0.099736304,-0.195829713,-0.368023749,0.166750477,0.26053898,-0.03530073,0.34435175,0.074322949,0.397849149,-0.223876941,-0.446470075,0.061296317,0.436282707,-0.451913784,-0.334268379,0.028464484,-0.192258541,-0.374362057,-0.353162231,-0.232405336,-0.28166285,-0.376108349,-0.112875312,0.410977325,0.341281779
